序号[l][#]	道具名称[l][#]	描述[l]	短描述	使用和产出说明	作用效果[l]	每日限制使用次数[l]	道具类型，根据效果分类[l][#]	转生次数[l]	使用等级[l]	使用者类型[l]	职业限制	物品等级[l]	出售价格[l]	道具品质[l][#]	道具图标[l]	掉落图标[l][#]	叠加上限[l]	无法丢弃摧毁(0可以、1不可以)[l]	有效时间（单位分钟）[l]	是否广播[l]	广播id	界面显示道具品质[l]	是否掉落公告	是否可使用[l]	英雄使用等级	神龙遗迹内是否可使用[l]（0是可以，1是不可以）	掉落特效[#]	红点特效[l]	排序(从大到小)	获得后自动使用[l]	背包类型（0普通1印记）[l]
251	九品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1	0	1011	0	0	0	0	0	1	26	007038	007038	999	0	0	0	0	26	0	0	0	0	0	0	19749	0	0
252	八品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2	0	1011	0	0	0	0	0	1	26	007037	007037	999	0	0	0	0	26	0	0	0	0	0	0	19748	0	0
253	七品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	3	0	1011	0	0	0	0	0	1	26	007036	007036	999	0	0	0	0	26	0	0	0	0	0	0	19747	0	0
254	六品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	4	0	1011	0	0	0	0	0	1	26	007035	007035	999	0	0	0	0	26	0	0	0	0	0	0	19746	0	0
255	五品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5	0	1011	0	0	0	0	0	1	26	007034	007034	999	0	0	0	0	26	1	0	0	0	0	0	19745	0	0
256	四品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	6	0	1011	0	0	0	0	0	1	26	007033	007033	999	0	0	0	0	26	1	0	0	0	0	0	19744	0	0
257	三品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	7	0	1011	0	0	0	0	0	1	26	007032	007032	999	0	0	0	0	26	1	0	0	0	0	0	19743	0	0
258	二品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	8	0	1011	0	0	0	0	0	1	26	007031	007031	999	0	0	0	0	26	1	0	0	0	0	0	19742	0	0
259	一品证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	9	0	1011	0	0	0	0	0	1	26	007030	007030	999	0	0	0	0	26	1	0	0	0	0	0	19741	0	0
260	大都督证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10	0	1011	0	0	0	0	0	1	26	007040	007040	999	0	0	0	0	26	1	0	0	0	0	0	19740	0	0
261	万户侯证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	11	0	1011	0	0	0	0	0	1	26	gzwhh	gzwhh	999	0	0	0	0	26	1	0	0	0	0	0	19739	0	0
262	辅国公证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	12	0	1011	0	0	0	0	0	1	26	007039	007039	999	0	0	0	0	26	1	0	0	0	0	0	19738	0	0
263	诸侯王证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	13	0	1011	0	0	0	0	0	1	26	gzzhw	gzzhw	999	0	0	0	0	26	1	0	0	0	0	0	19737	0	0
264	逐鹿群雄证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	14	0	1011	0	0	0	0	0	1	26	gzzlqx	gzzlqx	999	0	0	0	0	26	1	0	0	0	0	0	19736	0	0
265	雄霸天下证明	#ffc000|【官职材料】|n|#bfbfbf|用于提升|#00ff00| 官职 |#bfbfbf|。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 官职 |#bfbfbf|面板|n|#2ca0f3|【怪物掉落】	#bfbfbf|用于提高官职	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	15	0	1011	0	0	0	0	0	1	26	gzxbtx	gzxbtx	999	0	0	0	0	26	1	0	0	0	0	0	19735	0	0
270	舒经活络丸	#ffc000|【内功材料】|n|#bfbfbf|用于打通|#00ff00| 穴位 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于提高内功	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1012	0	0	0	0	0	1	26	sjhlw	sjhlw	9999	0	0	0	0	26	1	0	0	0	0	0	19730	0	0
271	一级金针	#ffc000|【内功材料】|n|#bfbfbf|用于对打通|#00ff00| 穴位 |#bfbfbf|进行冲脉，提升连击技能等级。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落、全民乱斗】	#bfbfbf|用于提高连击等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1	0	1012	0	0	0	0	0	1	26	1jjz	1jjz	9999	0	0	0	0	26	1	0	0	0	0	0	19729	0	0
272	二级金针	#ffc000|【内功材料】|n|#bfbfbf|用于对打通|#00ff00| 穴位 |#bfbfbf|进行冲脉，提升连击技能等级。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于提高连击等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2	0	1012	0	0	0	0	0	1	26	2jjz	2jjz	999	0	0	0	0	26	1	0	0	0	0	0	19728	0	0
273	三级金针	#ffc000|【内功材料】|n|#bfbfbf|用于对打通|#00ff00| 穴位 |#bfbfbf|进行冲脉，提升连击技能等级。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于提高连击等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	3	0	1012	0	0	0	0	0	1	26	3jjz	3jjz	999	0	0	0	0	26	1	0	0	0	0	0	19727	0	0
274	四级金针	#ffc000|【内功材料】|n|#bfbfbf|用于对打通|#00ff00| 穴位 |#bfbfbf|进行冲脉，提升连击技能等级。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于提高连击等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	4	0	1012	0	0	0	0	0	1	26	4jjz	4jjz	999	0	0	0	0	26	1	0	0	0	0	0	19726	0	0
275	五级金针	#ffc000|【内功材料】|n|#bfbfbf|用于对打通|#00ff00| 穴位 |#bfbfbf|进行冲脉，提升连击技能等级。|n|#bfbfbf|双击道具可快速打开|#00ffd2| 内功 |#bfbfbf|面板|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于提高连击等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5	0	1012	0	0	0	0	0	1	26	5jjz	5jjz	999	0	0	0	0	26	1	0	0	0	0	0	19725	0	0
281	血符碎片	#ffc000|【宝物材料】|n|#bfbfbf|用于提升|#00ff00| 宝物-先天血符 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-宝物 |#bfbfbf|处|n|#2ca0f4|【精英、普通怪物掉落】	#bfbfbf|用于提高血符	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1013	0	0	0	0	0	1	26	001224	001224	9999	0	0	0	0	26	0	0	0	0	0	0	19719	0	0
282	护盾碎片	#ffc000|【宝物材料】|n|#bfbfbf|用于提升|#00ff00| 宝物-大地护盾 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-宝物 |#bfbfbf|处|n|#2ca0f4|【精英、普通怪物掉落】	#bfbfbf|用于提高护盾	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1014	0	0	0	0	0	1	26	004348	004348	9999	0	0	0	0	26	0	0	0	0	0	0	19718	0	0
283	令牌碎片	#ffc000|【宝物材料】|n|#bfbfbf|用于提升|#00ff00| 宝物-神佑之令 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-宝物 |#bfbfbf|处|n|#2ca0f4|【BOSS、精英怪物掉落】	#bfbfbf|用于提高令牌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1015	0	0	0	0	0	1	26	001020	001020	9999	0	0	0	0	26	0	0	0	0	0	0	19717	0	0
284	龙魂碎片	#ffc000|【宝物材料】|n|#bfbfbf|用于提升|#00ff00| 宝物-不灭龙魂 |#bfbfbf|，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-宝物 |#bfbfbf|处|n|#2ca0f4|【领主、BOSS怪物掉落】	#bfbfbf|用于提高龙魂	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1016	0	0	0	0	0	1	26	001112	001112	9999	0	0	0	0	26	0	0	0	0	0	0	19716	0	0
287	神兵精魄	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| [残]系列神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	jpsb	jpsb	999	0	0	0	0	26	1	0	0	0	0	0	19713	0	0
288	神甲精魄	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| [残]系列神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	jpsj	jpsj	999	0	0	0	0	26	1	0	0	0	0	0	19712	0	0
289	神饰精魄	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| [残]系列神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	jpss	jpss	999	0	0	0	0	26	1	0	0	0	0	0	19711	0	0
290	神装精魄	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| [残]系列神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	jpsz	jpsz	999	0	0	0	0	26	1	0	0	0	0	0	19710	0	0
291	『蚩尤』神石	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| 神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于提高神装等阶	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	tlss1	tlss1	999	0	0	0	0	26	1	0	0	0	0	0	19709	0	0
292	『神农』神石	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| 神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】	#bfbfbf|用于提高神装等阶	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	tlss2	tlss2	999	0	0	0	0	26	1	0	0	0	0	0	19708	0	0
293	『轩辕』神石	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| 神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】	#bfbfbf|用于提高神装等阶	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	tlss3	tlss3	999	0	0	0	0	26	1	0	0	0	0	0	19707	0	0
294	『伏羲』神石	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| 神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】	#bfbfbf|用于提高神装等阶	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	tlss4	tlss4	999	0	0	0	0	26	1	0	0	0	0	0	19706	0	0
295	『盘古』神石	#ffc000|【神器材料】|n|#bfbfbf|用于提升|#00ff00| 神器 |#bfbfbf|，使得神器品质提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【神器大师合成、活动奖励】	#bfbfbf|用于提高神装等阶	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1017	0	0	0	0	0	1	26	tlss5	tlss5	999	0	0	0	0	26	1	0	0	0	0	0	19705	0	0
311	神农锄	#ffc000|【寻宝神器】|n|#bfbfbf|可以在宝藏之地里探索到高级装备及特殊材料|n|#bfbfbf|双击道具可快速前往|#00ffd2| 宝藏之地 |#bfbfbf|。|n|#4ba0de|【宝藏暗殿、活动奖励】	#bfbfbf|用于抽奖	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	152	0	0	0	0	0	1	26	hzc	hzc	999	0	0	0	0	26	1	0	0	0	0	0	19689	0	0
312	金刚钻	#ffc000|【神装材料】|n|#bfbfbf|可以用来开启神装的女娲神石镶嵌孔|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-神器大师 |#bfbfbf|处|n|#4ba0de|【装备分解、商城购买】	#bfbfbf|用于神装开启镶嵌孔	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1100	0	0	0	0	0	1	25	nwssjgz	nwssjgz	100	0	0	0	0	25	1	0	0	0	0	0	19688	0	0
321	一级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	3	nwss1	nwss1	999	0	0	0	0	3	1	0	0	0	0	0	19679	0	0
322	二级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	24	nwss2	nwss2	999	0	0	0	0	24	1	0	0	0	0	0	19678	0	0
323	三级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss3	nwss3	999	0	0	0	0	25	1	0	0	0	0	0	19677	0	0
324	四级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss4	nwss4	999	0	0	0	0	25	1	0	0	0	0	0	19676	0	0
325	五级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss5	nwss5	999	0	0	0	0	25	1	0	0	0	0	0	19675	0	0
326	六级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss6	nwss6	999	0	0	0	0	25	1	0	0	0	0	0	19674	0	0
327	七级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss7	nwss7	999	0	0	0	0	25	1	0	0	0	0	0	19673	0	0
328	八级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss8	nwss8	999	0	0	0	0	25	1	0	0	0	0	0	19672	0	0
329	九级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss9	nwss9	999	0	0	0	0	25	1	0	0	0	0	0	19671	0	0
330	十级女娲神石	#ffc000|【神装材料】|n|#bfbfbf|用于镶嵌在|#00ff00| 神装 |#bfbfbf|上，获得属性提升。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 第二大陆-神器大师 |#bfbfbf|处|n|#2ca0f4|【装备分解、活动奖励】	#bfbfbf|用于神装镶嵌	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1101	0	0	0	0	0	1	25	nwss10	nwss10	999	0	0	0	0	25	1	0	0	0	0	0	19670	0	0
406	角色改名卡	#ffc000|【角色改名卡】|n|#bfbfbf|可用于角色更改当前名称|n|#bfbfbf|需前往万能商人处使用|n|#4ba0de|【活动购买、商城购买】	#bfbfbf|用于角色改名	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1036	0	0	0	0	0	1	25	jsgmk	jsgmk	1	0	0	0	0	25	0	0	0	0	0	1	19594	0	0
407	行会改名卡	#ffc000|【行会改名卡】|n|#bfbfbf|用于行会更改当前名称，只能会长使用|n|#4ba0de|【活动购买】	#bfbfbf|用于行会改名	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1037	0	60	0	0	0	1	25	bhgmk	bhgmk	1	0	0	0	0	25	0	0	0	0	0	1	19593	0	0
408	性别转换卡	#ffc000|【性别转换卡】|n|#bfbfbf|可用于角色更改当前性别|n|#bfbfbf|双击道具可快速打开|n|#4ba0de|【活动购买、商城购买】	#bfbfbf|用于角色改名	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1018	0	0	0	0	0	1	25	xbzhk	xbzhk	1	0	0	0	0	25	0	0	0	0	0	1	19592	0	0
424	鸿运之证	#ffc000|【鸿运当头之证】|n|#bfbfbf|使用后激活称号：鸿运当头，有效期14天，激活可获得大量属性加成。|n|#2ca0f1|【鸿运当头活动幸运大奖】	#bfbfbf|激活称号：鸿运当头	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	61100:1209600	0	1038	0	0	0	0	0	0	25	CH_HYDT	CH_HYDT	1	1	0	0	0	25	0	0	0	0	0	1	19576	0	0
450	古籍残片	#ffc000|【内功技能材料】|n|#bfbfbf|古籍残片上记载了大量来自上古的讯息，可解读出|#00ff00| 内功技能 |#bfbfbf|的信息。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于内功技能升级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	914	0	0	0	0	0	1	25	gjcp	gjcp	999	0	0	0	0	25	1	0	0	0	0	0	19550	0	0
451	绿宝石	#ffc000|【内功技能材料】|n|#bfbfbf|吸收天地之灵气凝结而成，含有巨大的力量，可以使人感受到自身内力对于内功技能的|#00ff00| 强力增强与防御作用 |#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#2ca0f4|【怪物掉落】	#bfbfbf|用于内功技能升级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	914	0	0	0	0	0	1	25	lbs	lbs	999	0	0	0	0	25	1	0	0	0	0	0	19549	0	0
452	无痕绿宝石	#ffc000|【内功技能材料】|n|#bfbfbf|使用10颗绿宝石可凝炼出|#00ff00| 1颗无痕绿宝石 |#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#2ca0f4|【合成大师】	#bfbfbf|用于内功技能升级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	914	0	0	0	0	0	1	25	whlbs	whlbs	999	0	0	0	0	25	1	0	0	0	0	0	19548	0	0
